TITLE,REGION,DISTANCE,DIST_TYPE,GAIN,HIGHEST,RATING,RATING_COUNT,LATITUDE,LONGITUDE,REPORT_DATE,REPORT_COUNT,URL
Beacon Rock State Park - River To Rock Trail,Southwest Washington,1.0,roundtrip,200.0,280.0,0.0,0,45.6213975269,-122.023343182,2021-04-17,9,https://www.wta.org/go-hiking/hikes/river-to-rock-trail
Black Hole Falls,South Cascades,10.4,roundtrip,2200.0,1532.0,0.0,0,45.97899,-122.25488,2021-01-31,15,https://www.wta.org/go-hiking/hikes/black-hole-falls-hike
Riverside State Park - Bowl and Pitcher Snowshoe,Eastern Washington,6.0,roundtrip,500.0,,5.0,1,47.696439,-117.4950129,2019-05-27,4,https://www.wta.org/go-hiking/hikes/riverside-state-park-bowl-and-pitcher-snowshoe
Narada Falls,Mount Rainier Area,0.2,roundtrip,100.0,4650.0,3.75,8,46.77522,-121.74604,2021-03-21,86,https://www.wta.org/go-hiking/hikes/narada-falls
Mount Spokane State Park - Mount Kit Carson Trail,Eastern Washington,7.5,roundtrip,1500.0,5282.0,4.0,2,47.8882418,-117.1248991,2020-06-28,27,https://www.wta.org/go-hiking/hikes/mount-spokane-state-park-mount-kit-carson-trail
Mud Mountain Dam - River Trail,Mount Rainier Area,7.0,roundtrip,150.0,1300.0,0.0,0,47.1447,-121.9332,2021-04-16,8,https://www.wta.org/go-hiking/hikes/mud-mountain-dam-river-trail
Sun Lakes-Dry Falls State Park - Deep Lake,Central Washington,15.0,trails,,,4.0,1,47.5969384513,-119.398877621,2020-12-27,19,https://www.wta.org/go-hiking/hikes/caribou-trail-sun-lakes-dry-falls
Myrtle Falls,Mount Rainier Area,0.8,roundtrip,,,3.0,3,46.7861269505,-121.735913157,2020-10-24,29,https://www.wta.org/go-hiking/hikes/myrtle-falls
McKinley Park,Puget Sound and Islands,1.32,trails,260.0,,0.0,0,47.2335972307,-122.424790263,,0,https://www.wta.org/go-hiking/hikes/mckinley-park
Capitol State Forest - Waddell Basin West,Olympic Peninsula,9.22,one-way,,,0.0,0,46.9390981462,-123.077538013,2019-09-01,5,https://www.wta.org/go-hiking/hikes/waddell-basin-west
Steptoe Butte State Park Heritage Site,Eastern Washington,,,,3612.0,5.0,2,47.032299,-117.296736,2021-04-03,2,https://www.wta.org/go-hiking/hikes/steptoe-butte-state-park-heritage-site
Riverside State Park - Trail 10,Eastern Washington,,,,,0.0,0,,,2019-10-20,2,https://www.wta.org/go-hiking/hikes/riverside-state-park-trail-10
Golden Gardens Park,Puget Sound and Islands,2.5,roundtrip,300.0,300.0,3.67,6,47.6905593794,-122.398383915,2021-03-01,19,https://www.wta.org/go-hiking/hikes/golden-gardens-park
Mud Mountain Dam – Vista Trail,Mount Rainier Area,0.6,roundtrip,260.0,1300.0,0.0,0,47.1431721,-121.9331306,2019-10-06,1,https://www.wta.org/go-hiking/hikes/mud-mountain-dam-vista-trail
South Fork Hoh River - Big Flat,Olympic Peninsula,7.0,roundtrip,150.0,850.0,2.67,9,47.7992833333,-123.95445,2021-03-12,39,https://www.wta.org/go-hiking/hikes/south-fork-hoh-river
Seaquest State Park - Silver Lake,South Cascades,3.0,roundtrip,100.0,4390.0,2.2,5,46.2959275085,-122.817635087,2020-12-22,22,https://www.wta.org/go-hiking/hikes/seaquest-state-park-silver-lake
Capitol State Forest - Sherman Creek Loop,Olympic Peninsula,7.8,roundtrip,800.0,1150.0,3.67,9,46.9385720895,-123.130044937,2020-06-09,45,https://www.wta.org/go-hiking/hikes/sherman-creek
Silent Swamp Loop,Issaquah Alps,8.8,roundtrip,600.0,1780.0,3.12,8,47.46831144655908,-121.93620443344116,2021-01-26,36,https://www.wta.org/go-hiking/hikes/silent-swamp
Seeley Lake Park,Puget Sound and Islands,1.3,roundtrip,,,1.5,2,47.173475,-122.5078091,2020-06-27,11,https://www.wta.org/go-hiking/hikes/seeley-lake-park
Section Line Trail,Issaquah Alps,5.8,roundtrip,2022.0,2522.0,3.0,7,47.5252038194,-122.026111382,2021-04-22,226,https://www.wta.org/go-hiking/hikes/section-line-trail
Seattle View Trail,Issaquah Alps,1.2,roundtrip,,,2.5,4,47.4840491975,-121.976076812,2021-04-22,14,https://www.wta.org/go-hiking/hikes/seattle-view-trail
Shellrock Lake,South Cascades,10.0,roundtrip,1900.0,5930.0,3.0,5,46.6438449791,-121.380068511,2020-07-18,24,https://www.wta.org/go-hiking/hikes/shellrock-lake
Queets Campground Loop,Olympic Peninsula,2.8,roundtrip,50.0,300.0,3.5,6,47.6164166667,-124.032066667,2021-01-16,15,https://www.wta.org/go-hiking/hikes/sams-river
Coal Mines Trail,Snoqualmie Region,4.7,one-way,453.0,2375.0,0.0,0,47.1961347877,-120.94428381,2021-03-25,31,https://www.wta.org/go-hiking/hikes/coal-mines-trail-cle-elum
Chinook,South Cascades,300.0,roundtrip,,,3.75,4,,,2010-10-31,1,https://www.wta.org/go-hiking/hikes/chinook
Coal Mine,Issaquah Alps,0.2,roundtrip,,,3.25,4,47.5119000385,-122.056268156,2021-01-14,22,https://www.wta.org/go-hiking/hikes/coal-mine
Cold Creek Loop via Tinkham and Silver Peaks,Snoqualmie Region,8.0,roundtrip,2600.0,4500.0,3.62,8,47.366011,-121.4199016,2021-01-22,126,https://www.wta.org/go-hiking/hikes/cold-creek
Cispus Braille Trail,South Cascades,0.6,roundtrip,80.0,1388.0,2.75,4,46.4387166667,-121.8526,2021-01-18,7,https://www.wta.org/go-hiking/hikes/cispus-braille
Chinook Pass Snowshoe,Mount Rainier Area,,,,,3.25,4,46.8969508496,-121.432296757,2020-12-24,10,https://www.wta.org/go-hiking/hikes/chinook-pass
Coal Pass Snowshoe,North Cascades,10.0,roundtrip,2400.0,4500.0,2.5,2,48.8380545798,-121.904416904,2020-03-14,5,https://www.wta.org/go-hiking/hikes/coal-pass
Church Lake,North Cascades,,,,,4.0,3,48.956724844,-121.852574928,2020-07-25,7,https://www.wta.org/go-hiking/hikes/church-lake
Conboy Lake National Wildlife Refuge,South Cascades,2.0,roundtrip,,1875.0,3.0,1,45.9731208791,-121.341934204,2021-02-26,10,https://www.wta.org/go-hiking/hikes/conboy-lake-national-wildlife-refuge
Colonel Bob Trail - Colonel Bob Peak,Olympic Peninsula,14.0,roundtrip,4292.0,4492.0,4.0,1,47.4974011058,-123.793215752,2020-12-05,47,https://www.wta.org/go-hiking/hikes/colonel-bob-trail-colonel-bob-peak
Clayton Beach,Puget Sound and Islands,,,,,3.33,3,48.6384105007,-122.479534149,2021-03-11,21,https://www.wta.org/go-hiking/hikes/clayton-beach
Chihuly Trail,Central Cascades,,,,,3.5,2,47.5502108783,-120.686715469,2015-04-01,2,https://www.wta.org/go-hiking/hikes/chihuly-trail
Church Creek,Olympic Peninsula,6.4,roundtrip,2300.0,3200.0,3.0,5,47.4240136,-123.5196347,2021-02-21,53,https://www.wta.org/go-hiking/hikes/church-creek
Cheshiahud Lake Union Loop,Puget Sound and Islands,6.0,roundtrip,,,3.67,6,47.645961778,-122.336196899,2020-11-28,40,https://www.wta.org/go-hiking/hikes/chesiahud-lake-union-loop
Chelan Summit,North Cascades,38.0,one-way,6500.0,,3.67,3,48.1070573143,-120.338509083,2020-10-01,25,https://www.wta.org/go-hiking/hikes/chelan-summit-1261
Chadwick Hill,Puget Sound and Islands,,,,,5.0,1,48.4297700777,-122.817363739,2019-08-25,7,https://www.wta.org/go-hiking/hikes/chadwick-hill
Central Peak,Issaquah Alps,6.6,roundtrip,,2025.0,3.1,10,47.4817453011,-122.053178251,2021-04-07,195,https://www.wta.org/go-hiking/hikes/central-peak
Captain William Clark Regional Park at Cottonwood Beach - Dike Trail,Southwest Washington,6.0,roundtrip,,,1.0,1,45.5669055,-122.3371104,2019-08-11,3,https://www.wta.org/go-hiking/hikes/captain-william-clark-regional-park-at-cottonwood-beach-dike-trail
Cascade Trail,Puget Sound and Islands,22.5,one-way,60.0,230.0,2.5,2,48.517885,-122.20873,2021-04-19,17,https://www.wta.org/go-hiking/hikes/cascade-trail
Chelan Ridge,Central Cascades,1.2,roundtrip,250.0,,0.0,0,,,2012-09-03,1,https://www.wta.org/go-hiking/hikes/chelan-ridge
Camp Long,Puget Sound and Islands,1.6,roundtrip,240.0,350.0,3.57,7,47.5554075648,-122.375319958,2020-10-03,18,https://www.wta.org/go-hiking/hikes/camp-long
Cattle Point Lighthouse,Puget Sound and Islands,0.5,roundtrip,25.0,25.0,5.0,1,48.4535703905,-122.963447571,2021-04-04,11,https://www.wta.org/go-hiking/hikes/cattle-point-lighthouse
Canyon Lake Community Forest,North Cascades,7.5,roundtrip,2400.0,,5.0,1,48.829696028,-122.062869072,2019-08-28,15,https://www.wta.org/go-hiking/hikes/canyon-lake-community-forest
CCC Road: Blowout Creek Trailhead,Snoqualmie Region,7.0,roundtrip,620.0,1520.0,2.14,7,47.5158833333,-121.613416667,2021-04-16,101,https://www.wta.org/go-hiking/hikes/ccc-road-blowout-creek-trailhead
Candy Point Trail,Central Washington,1.5,roundtrip,700.0,,0.0,0,47.96875,-118.985199,2019-03-23,5,https://www.wta.org/go-hiking/hikes/candy-point-trail
Canoe Peak,Snoqualmie Region,3.0,roundtrip,3600.0,5400.0,0.0,0,,,2018-07-04,6,https://www.wta.org/go-hiking/hikes/canoe-peak
Cave Hole,Issaquah Alps,2.4,roundtrip,,,3.33,6,47.5344802804,-122.128499374,2021-04-05,167,https://www.wta.org/go-hiking/hikes/cave-hole
Camp Creek Falls,South Cascades,0.6,roundtrip,40.0,1360.0,3.5,4,46.448709,-121.835455,2021-04-10,9,https://www.wta.org/go-hiking/hikes/camp-creek-falls
Burnt Bridge Creek Greenway Trail,Southwest Washington,16.2,roundtrip,200.0,310.0,4.0,1,45.6359179,-122.580157,2018-08-02,2,https://www.wta.org/go-hiking/hikes/burnt-bridge-creek-trail
Buckhorn Mountain,Olympic Peninsula,13.5,roundtrip,988.0,6988.0,4.8,5,47.8267556911,-123.116569519,2020-12-12,126,https://www.wta.org/go-hiking/hikes/buckhorn-mountain
Lewis Peak,North Cascades,,,,5608.0,0.0,0,48.00543,-121.46279,2016-09-11,1,https://www.wta.org/go-hiking/hikes/lewis-peak
Finney Peak,North Cascades,,,,5087.0,0.0,0,48.3807,-121.7457,2020-07-31,3,https://www.wta.org/go-hiking/hikes/finney-peak
Buttermilk Ridge,North Cascades,,,,8272.0,0.0,0,48.266579,-120.435641,2017-07-08,1,https://www.wta.org/go-hiking/hikes/buttermilk-ridge
Lamont Mountain,North Cascades,,,,8087.0,0.0,0,48.501223,-120.517311,2017-07-01,1,https://www.wta.org/go-hiking/hikes/lamont-mountain
Wyeth,Southwest Washington,7.3,one-way,4000.0,4100.0,0.0,0,45.6892716004,-121.771155836,1998-04-20,1,https://www.wta.org/go-hiking/hikes/wyeth
Schmitz Preserve Park,Puget Sound and Islands,1.7,roundtrip,220.0,325.0,3.29,7,47.5776070216,-122.402272574,2021-04-04,35,https://www.wta.org/go-hiking/hikes/schmitz-preserve-park
Ruston Way,Puget Sound and Islands,7.0,roundtrip,,,4.33,3,47.2751018063,-122.461439967,2020-03-21,15,https://www.wta.org/go-hiking/hikes/ruston-way
Cadet Peak,North Cascades,16.0,roundtrip,5000.0,7186.0,0.0,0,47.985408,-121.348735,2020-07-11,4,https://www.wta.org/go-hiking/hikes/cadet-peak
Nute's Pond Park,Puget Sound and Islands,,,,,0.0,0,,,2020-02-21,1,https://www.wta.org/go-hiking/hikes/nutes-pond-park
Volcano View Trail,South Cascades,1.6,roundtrip,400.0,,2.0,1,46.1035365,-122.2159846,2019-05-24,12,https://www.wta.org/go-hiking/hikes/volcano-view-trail
Spada Lake - Culmback Dam,Central Cascades,1.0,roundtrip,150.0,,3.0,2,47.9753812,-121.6865081,2020-08-09,20,https://www.wta.org/go-hiking/hikes/spada-lake-culmback-dam
Government Meadows,Mount Rainier Area,1.6,roundtrip,200.0,4860.0,3.0,3,,,2020-10-17,19,https://www.wta.org/go-hiking/hikes/government-meadows
Memaloose Hills,Southwest Washington,,,,,0.0,0,,,2021-04-20,4,https://www.wta.org/go-hiking/hikes/memaloose-hill
High Hut Snowshoe,Mount Rainier Area,7.8,roundtrip,2400.0,4800.0,4.17,6,46.6998034775,-121.99247919,2021-04-13,114,https://www.wta.org/go-hiking/hikes/high-hut-snowshoe
Dishman Hills Conservation Area - Glenrose,Eastern Washington,5.48,roundtrip,1575.0,2940.0,0.0,0,47.6210486728,-117.314908084,2021-03-21,8,https://www.wta.org/go-hiking/hikes/dishman-hills-conservation-area-glenrose
Dishman Hills Conservation Area - Rocks of Sharon,Eastern Washington,3.3,roundtrip,800.0,3400.0,3.67,3,47.5720091785,-117.289738655,2021-03-01,49,https://www.wta.org/go-hiking/hikes/dishman-hills-conservation-area-rocks-of-sharon
Dishman Hills Natural Area - Goldback Springs,Eastern Washington,2.6,one-way,800.0,,0.0,0,47.6529346432,-117.28913784,2020-03-27,2,https://www.wta.org/go-hiking/hikes/dishman-hills-natural-area-goldback-springs
Purcell Mountain Trail,South Cascades,16.2,roundtrip,4542.0,5442.0,3.0,1,46.5334095551,-121.838403274,2020-08-09,5,https://www.wta.org/go-hiking/hikes/purcell-mountain-trail-284
Cochrane Memorial Park,Olympic Peninsula,,,,,0.0,0,46.937413,-122.610183,2017-05-04,2,https://www.wta.org/go-hiking/hikes/cochrane-memorial-park
Mill Town Trail,Puget Sound and Islands,6.8,one-way,85.0,90.0,3.0,1,47.9777388,-122.2196111,2020-12-27,14,https://www.wta.org/go-hiking/hikes/mill-town-trail
Mitchell Point,Southwest Washington,2.6,roundtrip,1200.0,1533.0,0.0,0,45.7028525808,-121.618609428,2019-04-27,3,https://www.wta.org/go-hiking/hikes/mitchell-point
Bertha May and Granite Lakes,South Cascades,3.0,roundtrip,900.0,4400.0,5.0,6,46.705,-121.9319,2021-01-01,57,https://www.wta.org/go-hiking/hikes/bertha-may-and-granite-lakes
Mill Gulch Trail,Snoqualmie Region,5.2,roundtrip,900.0,3600.0,0.0,0,47.2562432672,-120.709539056,2020-05-03,1,https://www.wta.org/go-hiking/hikes/mill-gulch-trail
Mudhole Lake,North Cascades,8.5,roundtrip,4000.0,6550.0,0.0,0,48.5792,-120.4787,2020-07-12,2,https://www.wta.org/go-hiking/hikes/mudhole-lake
Umatilla Rim Trail,Eastern Washington,13.5,one-way,2050.0,4450.0,0.0,0,45.7066400633,-118.037723601,2020-09-20,2,https://www.wta.org/go-hiking/hikes/umatilla-rim-trail
Spacing Study Trail,South Cascades,0.4,roundtrip,,,0.0,0,45.8857034973,-121.960122288,2017-07-26,1,https://www.wta.org/go-hiking/hikes/spacing-study-trail
Blue Lake Creek,South Cascades,4.8,roundtrip,2100.0,4000.0,3.5,10,46.403733453,-121.735823555,2020-09-05,24,https://www.wta.org/go-hiking/hikes/blue-lake-creek
Frog Mountain,Puget Sound and Islands,,,,,0.0,0,,,2008-04-21,2,https://www.wta.org/go-hiking/hikes/frog-mountain-1
South Fork Walla Walla River,Eastern Washington,39.2,roundtrip,2885.0,5000.0,0.0,0,45.830492051,-118.169653416,2020-10-22,9,https://www.wta.org/go-hiking/hikes/south-fork-walla-walla-river
Middle Point Ridge,Eastern Washington,8.0,roundtrip,2648.0,5724.0,0.0,0,46.1359,-117.808667,2021-01-31,22,https://www.wta.org/go-hiking/hikes/middle-point-ridge
Lucky Jim,North Cascades,,,,,4.25,4,,,2020-06-14,1,https://www.wta.org/go-hiking/hikes/lucky-jim
Lower Mill Creek,North Cascades,,,,,3.25,4,,,2019-12-15,1,https://www.wta.org/go-hiking/hikes/lower-mill-creek
Long View Peak,Issaquah Alps,,,,,4.25,4,,,2021-02-05,37,https://www.wta.org/go-hiking/hikes/long-view-peak
Louisiana Saddle,South Cascades,,,,,2.0,4,,,2001-09-03,1,https://www.wta.org/go-hiking/hikes/louisiana-saddle
Louie Trail,South Cascades,,,,,2.25,4,46.5701905676,-120.311279297,2015-03-21,2,https://www.wta.org/go-hiking/hikes/louie-trail
Lodgepole Creek,North Cascades,,,,,5.0,3,,,,0,https://www.wta.org/go-hiking/hikes/lodgepole-creek
Lorraine Ridge,Central Cascades,,,,,2.75,4,,,2020-08-15,3,https://www.wta.org/go-hiking/hikes/lorraine-ridge
Main Fork Dosewallips River,Olympic Peninsula,,,,,4.71,7,47.7377533117,-123.176376326,2021-03-30,52,https://www.wta.org/go-hiking/hikes/main-fork-dosewallips-river
Lost Pass Primitive,Olympic Peninsula,,,,,2.33,3,,,2019-08-18,18,https://www.wta.org/go-hiking/hikes/lost-pass-primitive
Long Ridge,Olympic Peninsula,,,,,2.75,4,,,2020-09-28,14,https://www.wta.org/go-hiking/hikes/long-ridge
Lower Sand Creek,South Cascades,,,,,2.25,4,,,,0,https://www.wta.org/go-hiking/hikes/lower-sand-creek
Langfield Falls,South Cascades,,,,,3.6,5,46.099,-121.720075,2020-08-01,4,https://www.wta.org/go-hiking/hikes/langfield-falls
Lily Basin Horse,South Cascades,,,,,2.5,4,,,2020-09-04,1,https://www.wta.org/go-hiking/hikes/lilly-basin-horse
Little Boulder,North Cascades,,,,,3.67,3,,,,0,https://www.wta.org/go-hiking/hikes/little-boulder
Leland Lake,Central Cascades,,,,,1.6,5,,,2018-10-05,4,https://www.wta.org/go-hiking/hikes/leland-lake
Little Bridge Creek,Central Cascades,,,,,4.25,4,,,2000-09-26,1,https://www.wta.org/go-hiking/hikes/little-bridge-creek
Lewis Lake,North Cascades,7.0,roundtrip,1800.0,6000.0,3.86,7,,,2020-10-05,45,https://www.wta.org/go-hiking/hikes/lewis-lake
Little Salmon La Sac,Snoqualmie Region,,,,,3.5,4,,,2020-05-10,9,https://www.wta.org/go-hiking/hikes/little-salmon-la-sac
Little Buck,South Cascades,,,,,2.5,4,,,,0,https://www.wta.org/go-hiking/hikes/little-buck
Little Creek Basin,South Cascades,,,,,2.0,4,,,,0,https://www.wta.org/go-hiking/hikes/little-creek-basin
Lightning Point,South Cascades,,,,,3.5,4,,,,0,https://www.wta.org/go-hiking/hikes/lightning-point
Lesamiz,North Cascades,,,,,1.75,4,,,2015-08-15,7,https://www.wta.org/go-hiking/hikes/lesamiz
Lease Creek,North Cascades,,,,,2.25,4,,,,0,https://www.wta.org/go-hiking/hikes/lease-creek
Little Kachess,Snoqualmie Region,,,,,3.0,5,47.3592925087,-121.248550415,2019-12-29,22,https://www.wta.org/go-hiking/hikes/little-kachess
Lightning Creek,North Cascades,,,,,4.25,4,,,2020-08-07,15,https://www.wta.org/go-hiking/hikes/lightning-creek
Klone Peak,Central Cascades,,,,,3.0,4,,,,0,https://www.wta.org/go-hiking/hikes/klone-peak
Kelley Creek,Central Cascades,,,,,3.25,4,47.7323166667,-121.207916667,2020-09-12,28,https://www.wta.org/go-hiking/hikes/kelley-creek
Lake Success,Olympic Peninsula,,,,,2.5,4,,,,0,https://www.wta.org/go-hiking/hikes/lake-success
Kindy Creek,North Cascades,,,,,2.5,4,48.4696776688,-121.239452362,2021-04-14,8,https://www.wta.org/go-hiking/hikes/kindy-creek
La Bohn Gap,Snoqualmie Region,,,,,3.75,4,,,2020-07-24,15,https://www.wta.org/go-hiking/hikes/la-bohn-gap
Millwood Interurban Trail,Eastern Washington,1.0,roundtrip,,,0.0,0,47.6858168826,-117.293343544,2019-08-24,1,https://www.wta.org/go-hiking/hikes/millwood-interurban-trail
Sourdough Creek,North Cascades,3.5,roundtrip,600.0,1780.0,0.0,0,48.7187331328,-121.11801669,2020-10-04,23,https://www.wta.org/go-hiking/hikes/sourdough-creek
Bonaparte Trail,Eastern Washington,11.0,roundtrip,2700.0,7250.0,0.0,0,48.812851,-119.123565,2020-10-25,17,https://www.wta.org/go-hiking/hikes/bonaparte-lake-trail
Llandover Woods Greenspace,Puget Sound and Islands,0.7,roundtrip,60.0,170.0,4.0,1,47.7341137596,-122.361925989,2021-02-03,13,https://www.wta.org/go-hiking/hikes/llandover-woods-greenspace
Antoine Peak Conservation Area - Summit Loop,Eastern Washington,5.5,roundtrip,600.0,,0.0,0,47.7188430679,-117.196732387,2021-03-03,21,https://www.wta.org/go-hiking/hikes/antoine-peak-conservation-area-summit-loop
Maidenhair Falls,Olympic Peninsula,1.0,roundtrip,,,4.25,4,47.4480045812,-123.552700728,2021-01-25,20,https://www.wta.org/go-hiking/hikes/maidenhair-falls
North Fork Quinault River and Halfway House,Olympic Peninsula,10.2,roundtrip,300.0,800.0,3.11,9,47.5757,-123.64815,2021-04-14,82,https://www.wta.org/go-hiking/hikes/north-fork-quinault-river-halfway-house
Columbia Breaks Fire Interpretive Trail,North Cascades,0.5,roundtrip,,,3.0,1,47.694587,-120.209132,2019-08-20,5,https://www.wta.org/go-hiking/hikes/columbia-breaks-fire-interprative-trail
South Hill Bluff,Eastern Washington,23.0,trails,350.0,2340.0,0.0,0,47.628567,-117.429667,2021-01-23,6,https://www.wta.org/go-hiking/hikes/south-hill-bluff
Coyote Creek,Issaquah Alps,,,,,5.0,1,,,2021-01-13,31,https://www.wta.org/go-hiking/hikes/coyote-creek
Lake Margaret,Central Cascades,26.2,one-way,10800.0,7300.0,0.0,0,,,2020-09-26,9,https://www.wta.org/go-hiking/hikes/lake-margaret
Pickhandle Gap Loop,Mount Rainier Area,8.0,roundtrip,2000.0,6200.0,0.0,0,46.936931162,-121.469237208,2020-08-25,27,https://www.wta.org/go-hiking/hikes/pickhandle-gap-loop
Chopaka Lake,North Cascades,,,,,5.0,1,48.917063353,-119.702148618,2019-10-13,1,https://www.wta.org/go-hiking/hikes/chopaka-lake
Shoestring Lake,Central Washington,3.6,one-way,,,0.0,0,,,2017-06-17,1,https://www.wta.org/go-hiking/hikes/shoestring-lake-1385
Burnt Bridge Creek - Middle Section,Southwest Washington,7.6,roundtrip,120.0,,0.0,0,45.634499,-122.6150354,,0,https://www.wta.org/go-hiking/hikes/burnt-creek-bridge-middle-section
Burnt Bridge Creek - Eastern Section,Southwest Washington,3.6,roundtrip,20.0,,0.0,0,45.6359179,-122.580157,2021-04-22,3,https://www.wta.org/go-hiking/hikes/burnt-creek-bridge-eastern-section
Lacamas Park - Round Lake to Lower Falls,Southwest Washington,3.4,roundtrip,190.0,200.0,4.67,3,45.6039446,-122.4071275,2021-03-13,10,https://www.wta.org/go-hiking/hikes/lacamas-park-round-lake-to-lower-falls
Burnt Bridge Creek - Stewart Glen Section,Southwest Washington,2.6,roundtrip,,50.0,0.0,0,45.6733026,-122.6902811,2021-01-29,3,https://www.wta.org/go-hiking/hikes/burnt-bridge-creek-stewart-glen-section
Swauk Meadows Snowshoe,Central Cascades,6.7,roundtrip,,,2.5,2,47.3314716878,-120.611922741,2021-03-06,10,https://www.wta.org/go-hiking/hikes/swauk-meadows-snowshoe
Taylor Mountain - Carey Creek Trail,Issaquah Alps,1.47,one-way,,,0.0,0,47.4147468186,-121.925703002,2021-04-10,7,https://www.wta.org/go-hiking/hikes/carey-creek-taylor-mountain
Redmond Ridge Trail,Puget Sound and Islands,4.34,one-way,,,0.0,0,47.6919990662,-122.033922672,2018-08-08,1,https://www.wta.org/go-hiking/hikes/redmond-ridge-trail
Oakes Peak Snowshoe,North Cascades,18.0,roundtrip,5000.0,4400.0,4.0,1,48.5889852115,-121.391201019,2021-01-23,10,https://www.wta.org/go-hiking/hikes/oakes-peak
Grass Lake Nature Park,Olympic Peninsula,1.3,roundtrip,,,2.0,1,47.0532129232,-122.960153818,2018-06-25,3,https://www.wta.org/go-hiking/hikes/grass-lake-nature-park
Dirtyface Ridge Snowshoe,Central Cascades,1.5,roundtrip,400.0,,0.0,0,47.8087921561,-120.714752222,2021-02-20,11,https://www.wta.org/go-hiking/hikes/dirty-face-ridge-snowshoe
Three Forks,Eastern Washington,6.6,roundtrip,3100.0,4700.0,0.0,0,,,2020-05-24,3,https://www.wta.org/go-hiking/hikes/three-forks-3133
Sperry Peak,North Cascades,6.4,roundtrip,3800.0,6120.0,0.0,0,48.0249788015,-121.477911472,2020-08-29,3,https://www.wta.org/go-hiking/hikes/sperry-peak
King Sisters Preserve,Puget Sound and Islands,1.4,roundtrip,59.0,135.0,0.0,0,48.5292218131,-123.098913466,,0,https://www.wta.org/go-hiking/hikes/king-sisters-preserve
Briggs Lake,Puget Sound and Islands,3.75,roundtrip,375.0,340.0,0.0,0,48.5981966776,-123.13157044,2020-11-07,3,https://www.wta.org/go-hiking/hikes/briggs-lake
Anacortes Community Forest Lands - Big Beaver Pond,Puget Sound and Islands,2.5,roundtrip,175.0,450.0,3.0,1,48.4915827723,-122.636346152,2021-03-09,33,https://www.wta.org/go-hiking/hikes/big-beaver-pond
Guemes Channel and Ship Harbor,Puget Sound and Islands,3.2,roundtrip,100.0,110.0,0.0,0,48.5037476967,-122.670338661,2021-04-19,7,https://www.wta.org/go-hiking/hikes/guemes-channel-and-ship-harbor
Lava Canyon,South Cascades,5.0,roundtrip,1600.0,2800.0,3.94,18,46.1654,-122.08895,2020-09-26,94,https://www.wta.org/go-hiking/hikes/lava-canyon
Big Tree Ridge,Issaquah Alps,4.2,roundtrip,1340.0,1430.0,3.5,6,47.5470042385,-122.070501556,2021-04-11,88,https://www.wta.org/go-hiking/hikes/big-tree-ridge
Marckworth Forest,Snoqualmie Region,,,530.0,760.0,3.0,3,47.7753615922,-121.849244535,2021-03-16,35,https://www.wta.org/go-hiking/hikes/marckworth-forest
Hoh River Trail to Blue Glacier,Olympic Peninsula,37.0,roundtrip,3700.0,4300.0,4.9,10,47.8594905,-123.9343548,2021-04-11,93,https://www.wta.org/go-hiking/hikes/hoh-river-blue-glacier
White River Trail - Auburn,Puget Sound and Islands,2.5,one-way,,,0.0,0,47.269751258,-122.221312523,2021-04-04,3,https://www.wta.org/go-hiking/hikes/white-river-trail-auburn
Blyth Park,Puget Sound and Islands,,,,,0.0,0,47.75060670028261,-122.2083842754364,2020-12-20,5,https://www.wta.org/go-hiking/hikes/blyth-park
Riser Lake Loop,North Cascades,3.75,roundtrip,403.0,2603.0,0.0,0,48.48216515,-120.137285422,2020-02-10,2,https://www.wta.org/go-hiking/hikes/riser-lake-loop
Beckler Peak,Central Cascades,7.6,roundtrip,2240.0,5026.0,4.51,67,47.72425585866461,-121.26670360565187,2021-04-10,674,https://www.wta.org/go-hiking/hikes/beckler-peak
White Pass to Chinook Pass,South Cascades,28.0,one-way,2200.0,,4.0,6,46.8745093165,-121.517028809,2020-09-25,82,https://www.wta.org/go-hiking/hikes/white-pass-chinook-pass-pct-200
Cedar River Trail,Puget Sound and Islands,17.4,one-way,820.0,600.0,3.67,9,47.50003955,-122.214918137,2021-04-10,39,https://www.wta.org/go-hiking/hikes/cedar-river-trail
North Mountain Lookout,North Cascades,2.5,roundtrip,,3956.0,4.67,3,48.308812502,-121.611124993,2021-04-17,43,https://www.wta.org/go-hiking/hikes/north-mountain-lookout
Snoqualmie Valley Trail,Puget Sound and Islands,32.0,one-way,,,3.0,3,47.6845462507,-121.92859903,2021-03-12,63,https://www.wta.org/go-hiking/hikes/snoqualmie-valley-trail
Pretzel Tree Trail,Issaquah Alps,0.3,roundtrip,,350.0,3.5,8,47.4818721903,-122.054200172,2021-01-18,27,https://www.wta.org/go-hiking/hikes/pretzel-tree-trail
Crystal Springs Snowshoe,Snoqualmie Region,,,,2500.0,0.0,0,47.30635711957838,-121.32133483886719,2021-03-26,5,https://www.wta.org/go-hiking/hikes/crystal-springs-snowshoe
Colfax Trail,Eastern Washington,6.2,roundtrip,260.0,,4.0,1,46.890641,-117.383687,2020-12-20,7,https://www.wta.org/go-hiking/hikes/colfax-trail-palouse-river
Chambers Bay Loop,Puget Sound and Islands,3.25,roundtrip,315.0,234.0,4.67,15,47.2116684968,-122.569570541,2021-03-05,85,https://www.wta.org/go-hiking/hikes/chambers-bay-loop
